排名,名称,追番人数
2472,骇客时空 根源,2.2万追番
2473,冬季恋歌,2.2万追番
2474,柯鲁布克罗/ Coluboccoro,2.2万追番
2475,心跳今夜,2.1万追番
2476,小猪佩奇 第八季,2.1万追番
2477,无口的森田小姐 2,2.1万追番
2478,逮捕令 第二季,2.1万追番
2479,天翔少女,2.1万追番
2480,托尔与洛基：血亲,2.1万追番
2481,迷你偶像 2期,2.1万追番
2482,驭龙少年,2.1万追番
2483,你好七叶 第二季,2.1万追番
2484,欢迎来到加帕里公园 第二季,2.1万追番
2485,強襲魔女 501部隊出動!（僅限台灣地區）,2.1万追番
2486,怪物弹珠 第二季 后篇,2.1万追番
2487,美男高校地球防卫部LOVE！LOVE！LOVE！,2.1万追番
2488,宇宙航海王 ABYSS OF HYPERSPACE -亚空的深渊-：剧场版,2.1万追番
2489,拽妹黛薇儿 第三季,2.1万追番
2490,校园迷糊大王 一学期补习,2.1万追番
2491,女高中生的虛度日常（僅限台灣地區）,2.1万追番
2492,告訴我！辣妹子醬（僅限港澳台地區）,2.1万追番
2493,偶像大师 XENOGLOSSIA,2.1万追番
2494,人造人009,2.1万追番
2495,我的女神 剧场版,2.1万追番
2496,帕卢姆之树,2.1万追番
2497,我的女神 OAD,2.1万追番
2498,守护月天,2.1万追番
2499,竖笛与双肩书包 OAD,2.1万追番
2500,少年阿贝 GO!GO!小芝麻,2.1万追番
2501,街角的童话,2.1万追番
2502,MINUSCULE ～小昆虫的故事～,2.1万追番
2503,碧藍航線（僅限港澳台地區）,2.1万追番
2504,遥远时空中 舞一夜,2.1万追番
2505,仙乐传说 西尔瓦蓝特篇,2万追番
2506,机兽起源,2万追番
2507,眾神的逆鱗（僅限台灣地區）,2万追番
2508,未来卡 搭档对战,2万追番
2509,雨月,2万追番
2510,三千里寻母记,2万追番
2511,头文字D Extra Stage 2,2万追番
2512,人生交叉点-HUMAN SCRAMBLE-,2万追番
2513,明日之丈剧场版,2万追番
2514,鬼滅之刃 無限列車篇（僅限台灣地區）,2万追番
2515,漂流武士 （僅限港澳台地區）,2万追番
2516,偵探已經，死了。（僅限港澳台地區）,2万追番
2517,青梅竹馬絕對不會輸的戀愛喜劇（僅限港澳台地區）,2万追番
2518,冬季花园,2万追番
2519,向日葵！ 第一季,2万追番
2520,一弦定音！第二季（僅限港澳台地區）,2万追番
2521,无畏魔女 OVA,2万追番
2522,永远的艾塞莉娅,2万追番
2523,小猪佩奇 第三季,2万追番
2524,声优战队VOICESTORM7,2万追番
2525,玉响～more aggressive～ OVA,2万追番
2526,怪医美女RAY,2万追番
2527,锁链战记～赫克瑟塔斯之光～短篇,2万追番
2528,饿沙罗鬼,2万追番
2529,入間同學入魔了（僅限台灣地區）,2万追番
2530,明日的娜嘉,2万追番
2531,樱花大战 OVA1 樱华绚烂,2万追番
2532,最游记RELOAD 埋葬篇,2万追番
2533,团团喵,2万追番
2534,海螺小姐,2万追番
2535,世界魔女出動！（僅限港澳台地區）,2万追番
2536,超剧场版 Keroro军曹2 深海的公主,2万追番
2537,關於我轉生變成史萊姆這檔事 第二季（僅限台灣地區）,2万追番
2538,海獭波乐 2nd,2万追番
2539,新天线宝宝,2万追番
2540,小猪佩奇 第六季 英文版,2万追番
2541,斯特拉的魔法 OVA,2万追番
2542,森林好小子,1.9万追番
2543,真?女神转生 魔力宝贝,1.9万追番
2544,辣妹当家,1.9万追番
2545,鲁邦三世：活下来的魔术师,1.9万追番
2546,心之彼端2 迷宫旅行者,1.9万追番
2547,英国一家 吃在正月,1.9万追番
2548,公主候补生佑希,1.9万追番
2549,初夏,1.9万追番
2550,BALDR FORCE EXE RESOLUTION,1.9万追番
2551,怪兽酒场干杯！,1.9万追番
2552,魔法科高中的優等生（僅限港澳台地區）,1.9万追番
2553,火球,1.9万追番
2554,年老的鳄鱼,1.9万追番
2555,Blossom,1.9万追番
2556,四圣兽 光阴叙事诗天使谭,1.9万追番
2557,牙-KIBA,1.9万追番
2558,星星公主,1.9万追番
2559,Four of a Kind 四牌士,1.9万追番
2560,灼热卡巴迪,1.9万追番
2561,陰晴不定的體操哥哥（僅限港澳台地區）,1.9万追番
2562,PHI·BRAIN 神之谜题 第三季,1.9万追番
2563,浪漫追星社,1.9万追番
2564,心之彼端2 Adnext,1.9万追番
2565,鲁邦三世：初次交锋,1.9万追番
2566,死神少爺與黑女僕（僅限港澳台地區）,1.9万追番
2567,黏黏糊糊！！角质君,1.9万追番
2568,十兵卫 心形眼罩的秘密,1.9万追番
2569,甜蜜声优,1.9万追番
2570,風雲維新大將軍（僅限港澳台地區）,1.9万追番
2571,偷影子的老鼠,1.9万追番
2572,温柔进行曲-The Tender March-,1.9万追番
2573,湘南暴走族,1.9万追番
2574,奇蛋物語 Wonder Egg Priority（僅限港澳台地區）,1.9万追番
2575,紫音之王,1.9万追番
2576,我們真的學不來！第二季（僅限台灣地區）,1.8万追番
2577,伊利亚：杰拉姆,1.8万追番
2578,海獭波乐 3rd,1.8万追番
2579,空中秋千,1.8万追番
2580,拽妹黛薇儿 第四季,1.8万追番
2581,机动新撰组 萌之剑,1.8万追番
2582,小猪佩奇 第四季 英文版,1.8万追番
2583,东之伊甸II -Paradise Lost,1.8万追番
2584,小猪佩奇 第四季,1.8万追番
2585,鲁邦shanshee,1.8万追番
2586,小猪佩奇 第五季,1.8万追番
2587,钢铁神吉克,1.8万追番
2588,ID:INVADED（僅限港澳台地區）,1.8万追番
2589,超级机器人大战OG -DIVINE WARS- 第二季,1.8万追番
2590,纸箱战机 第一部,1.8万追番
2591,藍海少女～advance～（僅限台灣地區）,1.8万追番
2592,異世界迷宮黑心企業（僅限港澳台地區）,1.8万追番
2593,星空奇迹,1.8万追番
2594,平行世界物语,1.8万追番
2595,爆丸 粤语版,1.8万追番
2596,鲁邦三世：天使的策略～梦的碎片是杀人的香味～,1.8万追番
2597,城市猎人 SP,1.8万追番
2598,秀逗魔导士 第三季,1.8万追番
2599,秀逗魔导士 SPECIAL,1.8万追番
2600,战吼,1.8万追番
2601,我不是說了能力要平均值嗎？（僅限港澳台地區）,1.8万追番
2602,风-心之呼吸-,1.7万追番
2603,极上学生会,1.7万追番
2604,小猪佩奇 第五季 英文版,1.7万追番
2605,UN-GO 日记短片,1.7万追番
2606,PHI·BRAIN 神之谜题 第二季,1.7万追番
2607,To Heart 回忆永恒,1.7万追番
2608,TRY KNIGHTS（僅限台灣地區）,1.7万追番
2609,彗星公主,1.7万追番
2610,快盗天使双胞胎,1.7万追番
2611,超能奇兵,1.7万追番
2612,骇客时空 G.U.TRILOGY,1.7万追番
2613,舞-乙HiME,1.7万追番
2614,天保异闻妖奇士,1.7万追番
2615,心跳回忆,1.7万追番
2616,大家集合！Falcom学园 第二季,1.7万追番
2617,变形金刚 领袖之证 第二季（美版）,1.7万追番
2618,安倍桥魔法☆商店街,1.7万追番
2619,新战神金刚：传奇守护神,1.7万追番
2620,H2 好逑双物语,1.7万追番
2621,宇宙战舰山本洋子,1.7万追番
2622,网球优等生 第二期,1.7万追番
2623,妖魔,1.7万追番
2624,闪电十一人 第三季 日语,1.7万追番
2625,魔动王 最后的魔法大战,1.7万追番
2626,骇客时空 黄昏的腕轮传说,1.7万追番
2627,交响诗篇 超进化1,1.7万追剧
2628,闪电十一人 第一季 日语,1.7万追番
2629,欢迎来到宇宙SHOW,1.7万追番
2630,毒蛇信条,1.7万追番
2631,秀逗魔导士 第四季 上,1.6万追番
2632,名侦探波洛和马普尔小姐,1.6万追番
2633,香蕉怪大叔 呐呐~呐 好奇洞穴乐园（第二季）,1.6万追番
2634,Peeping Life,1.6万追番
2635,高桥留美子剧场,1.6万追番
2636,死体兵,1.6万追番
2637,机魂末世录,1.6万追番
2638,宝石宠物 Kira☆Deko!（第四季）,1.6万追番
2639,正义小天使真绪,1.6万追番
2640,莉露莉露妖精莉露～魔法之镜～,1.6万追番
2641,超级街头霸王4,1.6万追番
2642,2077日本锁国,1.6万追剧
2643,如果究極進化的完全沉浸RPG比現實還更像垃圾遊戲的話（僅限台灣地區）,1.6万追番
2644,无家可归的小孩,1.6万追番
2645,佩琳物语,1.6万追番
2646,魔神坛斗士 辉煌帝传说,1.6万追番
2647,超时空要塞II 再爱一次 OVA,1.6万追番
2648,春日望和安斋由香里的Do YU~NO~ the Radio,1.6万追番
2649,战斗之魂 第七季,1.6万追番
2650,秀逗魔导士 第四季 下,1.6万追番
2651,乌龙派出所特别篇2016：THE FINAL 两津勘吉最后的一天,1.6万追番
2652,轻松小熊和小薰,1.6万追番
2653,天体战士,1.6万追番
2654,拽妹黛薇儿 第五季,1.6万追番
2655,装神少女小缠 OVA,1.6万追番
2656,英国恋物语艾玛 第二幕,1.6万追番
2657,喜歡本大爺的竟然就妳一個？（僅限台灣地區）,1.6万追番
2658,人鱼之森 OVA,1.6万追番
2659,DOUBLE-J,1.6万追番
2660,秋之回忆5 中断的胶片,1.6万追番
2661,金刚狼,1.6万追番
2662,忍者乱太郎,1.6万追番
2663,狡猾飞天德,1.6万追番
2664,银河天使,1.6万追番
2665,刺客守則（僅限港澳台地區）,1.6万追番
2666,交响情人梦 OAD,1.6万追番
2667,蝴蝶绮 ～年轻的信长～,1.6万追番
2668,百鍊霸王與聖約女武神（僅限港澳台地區）,1.6万追番
2669,零秒出手,1.6万追番
2670,克拉斯特学院,1.6万追番
2671,变形金刚2008,1.6万追番
2672,鲁邦三世：通往恶魔岛,1.6万追番
2673,银河机攻队MAJESTIC PRINCE 新作动画,1.6万追番
2674,故事少女穗乃花,1.6万追番
2675,雷顿教授与永远的歌姬,1.6万追番
2676,时光钟摆,1.5万追番
2677,宝石宠物 Sunshine（第三季）,1.5万追番
2678,恋爱占卜师,1.5万追番
2679,超时空要塞 Flash Back OVA,1.5万追番
2680,天使特警2,1.5万追番
2681,鲁邦三世：爱的记号~ 不二子不幸的一天,1.5万追番
2682,飞跃巅峰 科学讲座,1.5万追番
2683,思考与绘画：日本新世纪艺术动画,1.5万追番
2684,银色的奥林西斯,1.5万追番
2685,女神候补生,1.5万追番
2686,義呆利 World ☆ Stars（僅限港澳台地區）,1.5万追番
2687,机甲战记威龙,1.5万追番
2688,奔向地球,1.5万追番
2689,银河英雄传说 黄金之翼,1.5万追番
2690,贤治之春,1.5万追番
2691,背骑少女,1.5万追番
2692,大正野球娘,1.5万追番
2693,茄子·安达卢西亚之夏,1.5万追番
2694,天空之艾斯嘉科尼,1.5万追番
2695,鹿枫堂 （中配）,1.5万追番
2696,声声相对论,1.5万追番
2697,变形金刚 领袖的挑战 第一季,1.5万追番
2698,Hello Kitty 苹果森林 第三季,1.5万追番
2699,曙光少女,1.5万追番
2700,银河铁道物语,1.5万追番
2701,魔神凯撒SKL,1.5万追番
2702,拽妹黛薇儿 剧场版,1.5万追番
2703,魔法阵都市,1.5万追番
2704,超剧场版 Keroro军曹4 龙勇士的逆袭,1.5万追番
2705,很帅很可爱宣言,1.5万追番
2706,迷宫塔 ～乌鲁克之剑～,1.5万追番
2707,Active Raid -机动强袭室第八课- 2nd,1.5万追番
2708,青涩宝贝,1.5万追番
2709,交响诗篇 超进化2,1.5万追剧
2710,秋之回忆 OVA,1.5万追番
2711,读或死 OVA,1.5万追番
2712,裏世界遠足（僅限港澳台地區）,1.4万追番
2713,基因攻防战,1.4万追番
2714,战国BASARA 剧场版 -The Last Party-,1.4万追番
2715,川之光,1.4万追番
2716,火魅子传,1.4万追番
2717,我的女神 小不隆咚便利多多,1.4万追番
2718,玉家典当铺,1.4万追番
2719,四圣兽 ～圣兽降临篇～,1.4万追番
2720,创龙传,1.4万追番
2721,桃子男孩渡海而來（僅限港澳台地區）,1.4万追番
2722,鲁邦三世：the Last Job,1.4万追番
2723,最游记 Requiem 落选者的镇魂歌,1.4万追番
2724,超剧场版 Keroro军曹5 诞生！究极Keroro奇迹的时空岛！,1.4万追番
2725,解谜之音 KAITO×ANSA,1.4万追番
2726,大魔法峠,1.4万追番
2727,魔法少女加奈,1.4万追番
2728,Four of a Kind 四牌士 第二季,1.4万追番
2729,不可思议星球的双胞胎公主 Gyu SP,1.4万追番
2730,魔术士奥芬,1.4万追番
2731,银河英雄传说 新战争的序曲,1.4万追番
2732,鲁邦三世：鲁邦暗杀指令,1.4万追番
2733,战国鬼才传,1.4万追番
2734,只有我能進入的隱藏迷宮（僅限港澳台地區）,1.4万追番
2735,第一神拳 间柴vs木村 死刑执行,1.4万追番
2736,横山光辉三国志,1.4万追番
2737,我們的重製人生（僅限港澳台地區）,1.4万追番
2738,因為不是真正的夥伴而被逐出勇者隊伍，流落到邊境展開慢活人生（僅限港澳台地區）,1.4万追番
2739,魔动王 冒险篇,1.4万追番
2740,逮捕令 剧场版 墨东署最大危机,1.4万追番
2741,精靈幻想記（僅限港澳台地區）,1.4万追番
2742,轉生成女性向遊戲只有毀滅 END 的壞人大小姐 X（僅限港澳台地區）,1.4万追番
2743,神秘的世界EL-HAZARD,1.4万追番
2744,苏生龙王传说,1.4万追番
2745,SSSS.DYNAZENON（僅限港澳台地區）,1.3万追番
2746,钢铁三国志,1.3万追番
2747,铁胆火车侠 第二季,1.3万追番
2748,少年阿贝 GO!GO!小芝麻 第二季,1.3万追番
2749,进化战记,1.3万追番
2750,高机动幻想～新结行军歌～,1.3万追番
2751,鲁邦三世：炎之记忆 东京危机,1.3万追番
2752,理科生墜入情網，故嘗試證明。（僅限港澳台地區）,1.3万追番
2753,变形金刚 银河之力,1.3万追番
2754,天空與海洋之間（僅限港澳台地區）,1.3万追番
2755,佐罗的传说,1.3万追番
2756,Macross Plus 剧场版,1.3万追番
2757,虹色萤火虫～永远的暑假～,1.3万追番
2758,海獭波乐 5th,1.3万追番
2759,鲁邦三世： sweet lost night~魔法的神灯是噩梦的预感~,1.3万追番
2760,王牌鉴定人,1.3万追番
2761,鲁邦三世：雾之谜,1.3万追番
2762,MAPLESTORY,1.3万追番
2763,情熱傳說 the X 第二季（僅限港澳台地區）,1.3万追番
2764,宇宙骑士铁甲人,1.3万追番
2765,陆奥圆明流外传 修罗之刻,1.3万追番
2766,翡翠森林狼与羊秘密的朋友,1.3万追番
2767,闪电十一人 第二季 日语,1.3万追番
2768,喷嚏大魔怪,1.3万追番
2769,少女抚子恋爱手册,1.3万追番
2770,我的妹妹小桃子,1.3万追番
2771,皮卡丘，这是什么的钥匙？,1.3万追番
2772,Xi AVANT,1.3万追番
2773,星舰驾驶员,1.3万追番
2774,返乡战士,1.3万追番
2775,甜甜私房猫 第四季 中配版,1.3万追番
2776,神秘岛,1.3万追番
2777,前進吧！登山少女 第二季（僅限港澳台地區）,1.3万追番
2778,战争程序员白濑,1.3万追番
2779,勇者王GaoGaiGar Final Grand Glorious Gathering,1.3万追番
2780,鲁邦三世：沃尔特P38,1.2万追番
2781,苍穹之法芙娜 RIGHT OF LEFT,1.2万追番
2782,辣妹與恐龍（僅限台灣地區）,1.2万追番
2783,科学小飞侠Crowds SP,1.2万追番
2784,神龙之谜,1.2万追番
2785,机动战舰大和抚子 剧场版,1.2万追番
2786,侦探歌剧 少女福尔摩斯 派对之夜,1.2万追番
2787,鲁邦三世：1美元的战争,1.2万追番
2788,轉生成蜘蛛又怎樣！（僅限港澳台地區）,1.2万追番
2789,開掛藥師的異世界悠閒生活（僅限港澳台地區）,1.2万追番
2790,快杰蒸汽侦探团,1.2万追番
2791,笨蛋的悲剧人生,1.2万追番
2792,遥远时空中 紫阳花物语,1.2万追番
2793,最游记OVA 希望之罪过,1.2万追番
2794,勇者指令,1.2万追番
2795,千叶脚踏板,1.2万追番
2796,鲁邦三世：拿破仑词典争夺战,1.2万追番
2797,飙速宅男 Re:GENERATION (2017),1.2万追番
2798,猫猫日本史,1.2万追番
2799,棒球英豪 剧场版,1.2万追番
2800,盗贼王Jing,1.2万追番
2801,轮回的拉格朗日 鸭川日常,1.2万追番
2802,急戰5秒殊死鬥（僅限港澳台地區）,1.2万追番
2803,柴犬子,1.2万追番
2804,月光下的異世界之旅（僅限港澳台地區）,1.2万追番
2805,鲁邦三世：燃烧的斩铁剑,1.2万追番
2806,怪物猎人日记 岌岌可危的猫猫村G,1.2万追番
2807,向阳素描 沙英?寻 毕业篇,1.2万追番
2808,大~集合！小魔女DoReMi 青蛙石的秘密,1.2万追番
2809,砂沙美魔法少女俱乐部 第一季,1.2万追番
2810,无口的森田小姐 OVA,1.2万追番
2811,大运动会,1.2万追番
2812,Happiness! 渡良濑准华丽的一天,1.2万追番
2813,DRIVE HEAD 机动救急警察,1.2万追番
2814,盖塔机器人,1.2万追番
2815,超速变形GYRO ZETTER,1.2万追番
2816,科学小飞侠 OVA（1994）,1.2万追番
2817,侦探歌剧 夏日特别篇,1.2万追番
2818,玻璃舰队,1.2万追番
2819,星界的战旗 星界的纹章,1.2万追番
2820,天才宝贝,1.2万追番
2821,和殿下一起 1分钟剧场,1.2万追番
2822,逮捕令 OVA,1.1万追番
2823,球詠（僅限港澳台地区）,1.1万追番
2824,堀與宮村（僅限港澳台地區）,1.1万追番
2825,罗德岛战记 享用罗德岛战记,1.1万追番
2826,圣战士丹拜因,1.1万追番
2827,恋爱☆迁都 COI☆SENTO,1.1万追番
2828,一期一会~你的话语~,1.1万追番
2829,南海奇皇,1.1万追番
2830,老虎和兔子：诞生,1.1万追番
2831,少年阿贝 GO!GO!小芝麻 第三季,1.1万追番
2832,KY系JC小空气,1.1万追番
2833,战国无双SP 真田之章,1.1万追番
2834,ChargeMan研,1.1万追番
2835,香蕉怪大叔 呐呐~呐（第一季）,1.1万追番
2836,RD潜脑调查室,1.1万追番
2837,SHOW BY ROCK!! （僅限台湾地區）,1.1万追番
2838,圣诞老人公司,1.1万追番
2839,变形金刚 微型传说,1.1万追番
2840,舞武器舞亂伎,1.1万追番
2841,未来卡 神搭档对战,1.1万追番
2842,幻影小精灵的主谋者,1.1万追番
2843,机神大战巨型方程式,1.1万追番
2844,Z/X Code reunion（僅限台灣地區）,1.1万追番
2845,現實主義者的王國重建記（僅限港澳台地區）,1.1万追番
2846,World Fool News 2,1.1万追番
2847,小小雪精灵,1.1万追番
2848,蓝宝石之谜 剧场版,1.1万追番
2849,星梦手记 声优节目,1.1万追番
2850,破邪大星弹劾凰,1.1万追番
2851,天上天下 终极格斗,1.1万追番
2852,日本第一男人之魂,1.1万追番
2853,聖女魔力無所不能（僅限港澳台地區）,1.1万追番
2854,野良剧,1.1万追番
2855,向阳素描 特别篇,1.1万追番
2856,飞天少女猪,1.1万追番
2857,柔道少女,1.1万追番
2858,PUNKISS！2次元,1.1万追番
2859,海獭波乐 4th,1万追番
2860,天上天下 THE PAST CHAPTER,1万追番
2861,百变之星 崭新之翼 EXTRA STAGE 不笑的公主,1万追番
2862,星际少年队,1万追番
2863,比得兔（第二季）,1万追番
2864,六神合体雷霆王,1万追番
2865,六翼天使之声,1万追番
2866,火球 魅力之章,1万追番
2867,工作細胞 第二季（僅限港澳台地區）,1万追番
2868,机械女神J,1万追番
2869,品酒要在成為夫妻之後（僅限台灣地區）,1万追番
2870,梦幻拉拉,1万追番
2871,足球风云,1万追番
2872,再见了宇宙战舰大和号 爱的战士们,1万追番
2873,传说巨神伊迪安,1万追番
2874,与汪汪喵喵同居的开心日常 中配版,1万追番
2875,生肖奇缘 第二季（僅限台灣地區）,1万追番
2876,少年阿贝 GO!GO!小芝麻 第四季,1万追番
2877,影技,1万追番
2878,好朋友,1万追番
2879,魔神坛斗士 MESSAGE,1万追番
2880,丝缎女孩对谈,9996追番
2881,星方武侠,9988追番
2882,奇幻旅程,9988追番
2883,橙路 ~接着，那个夏天开始~,9986追番
2884,生化体,9959追番
2885,樱花大战 剧场版 樱花大战活动写真,9940追番
2886,舞-乙HiME Zwei,9909追番
2887,白沙的Aquatope（僅限港澳台地區）,9816追番
2888,战斗之魂 双重驱动,9805追番
2889,遥远时空中2 白龙之神子,9801追番
2890,噬谎者 OVA,9799追番
2891,神魂合体GODANNAR！！,9791追番
2892,新造人间卡辛（1973）,9737追番
2893,火球 幽默之章,9718追番
2894,宇宙星路,9667追番
2895,地狱幼稚园,9638追番
2896,剧场版 宝石宠物 甜蜜舞蹈公主,9627追番
2897,IDOLiSH7-偶像星願-Second Beat!（僅限台灣地區）,9590追番
2898,偶像夢幻祭（僅限台灣地區）,9579追番
2899,苍穹之法芙娜 Arcadian memory,9541追番
2900,A.D.特警,9522追番
2901,尼尔斯骑鹅旅行记,9515追番
2902,重战机艾尔盖姆,9489追番
2903,纸箱战机W,9485追番
2904,闪电十一人 GO,9484追番
2905,元气爆发伏魔金刚,9472追番
2906,持續狩獵史萊姆三百年， 不知不覺就練到LV MAX（僅限港澳台地區）,9467追番
2907,室内鞋库库,9462追番
2908,DECA-DENCE（僅限港澳台地區）,9456追番
2909,激战奥雷卡,9431追番
2910,ZEGAPAIN ADP,9423追番
2911,Free!-Road to the World-夢（僅限港澳及其他地區）,9412追番
2912,银河冒险战记 the second stage,9409追番
2913,遥远时空中3 无尽的命运,9392追番
2914,究极KERORO 奇迹的时空岛,9373追番
2915,学活！ 第二季,9359追番
2916,勇者王GaoGaiGar Final,9346追番
2917,工作細胞BLACK（僅限港澳台地區）,9305追番
2918,MEGALOBOX 機甲拳擊 第二季（僅限港澳台地區）,9278追番
2919,Z计划,9277追番
2920,太阳的使者 铁人28号,9268追番
2921,战国☆天堂 -极-,9246追番
2922,樱花大战 OVA3 燃烧的巴黎,9208追番
2923,黄金勇者,9199追番
2924,告诉我魔法钟摆～莉露莉露妖精莉露～,9136追番
2925,真女神转生 恶魔之子,9097追番
2926,迷宫物语,9096追番
2927,机器人少女Z+,9070追番
2928,熊猫拍拍 日常篇,9067追番
2929,妖怪手表,9065追番
2930,圣诞老人公司 ～圣诞节的秘密～,9026追番
2931,超剧场版 Keroro军曹,9009追番
2932,太空堡垒 第三季,8990追番
2933,驰风！赛艇王 V,8962追番
2934,狗狗向前冲,8952追番
2935,极速方程式,8948追番
2936,科学小飞侠（1972）,8922追番
2937,美少年偵探團（僅限港澳台地區）,8911追番
2938,Hello Kitty 苹果森林 第一季,8906追番
2939,小妇人（中配）,8848追番
2940,碧奇魂,8768追番
2941,熊猫拍拍 饮食篇,8748追番
2942,舞-乙HiME 0～S.ifr～,8747追番
2943,玩偶游戏,8710追番
2944,辛巴达 魔法之灯和移动岛,8706追番
2945,街头霸王 OVA,8697追番
2946,Lapis Re:LiGHTs（僅限港澳台地區）,8676追番
2947,愿你在此,8670追番
2948,熊猫拍拍 运动篇,8668追番
2949,CROSS FIGHT 弹珠人,8658追番
2950,小小外星人,8657追番
2951,GEAR战士电童,8653追番
2952,大人的防具店 第二季（僅限港澳台地區）,8611追番
2953,巧克力小狗,8584追番
2954,迷你加尔刚蒂亚,8522追番
2955,向阳素描×365 特别篇,8512追番
2956,樱花大战 OVA5 纽约,8506追番
2957,地球变动之日,8502追番
2958,超级马力欧兄弟 拯救桃子公主大作战！,8449追番
2959,石川由依 朗读剧系列UTA-KATA,8433追番
2960,猫怪麦克,8404追番
2961,面包超人：咪嘉和魔法神灯,8376追番
2962,秀逗魔导士 完全无欠版,8368追番
2963,五等分的新娘?（僅限港澳台地區）,8308追番
2964,向阳素描×SP,8303追番
2965,蒼天之拳 REGENESIS（僅限港澳台地區）,8275追番
2966,布雷斯塔警长,8218追番
2967,索尼克音爆,8201追番
2968,勇者特急,8186追番
2969,邪神與廚二病少女 第二季（僅限港澳台及其他地區）,8174追番
2970,希望宅邸3D 第二季,8152追番
2971,Peeping Life×怪兽酒场 怪兽们的所在之处,8143追番
2972,樱花大战 OVA2.5 神崎堇引退纪念,8086追番
2973,頭文字D Legend1 -覺醒-（僅限港澳台地區）,8074追番
2974,魔法骑士雷阿斯 OVA,8058追番
2975,Thunderbolt Fantasy 东离剑游纪2,8048追番
2976,战斗陀螺 第二季,8044追番
2977,圣子到,8035追番
2978,千槍士（僅限港澳台地區）,8022追番
2979,D·N·A2 ~他到底失去了什么？~ OVA,8018追番
2980,河童的饲养方法,8001追番
2981,灵异猎人,7994追番
2982,DI GI CHARAT Nyo,7991追番
2983,闪电十一人GO2 时空之石,7966追番
2984,咕噜咕噜魔法阵 心跳传说,7929追番
2985,舞力四射,7926追番
2986,太空堡垒 第二季,7921追番
2987,忍者战士飞影,7875追番
2988,地球先锋队（中配版）,7857追番
2989,相聚一刻 完结篇,7850追番
2990,非科学定制（广播剧）,7787追番
2991,向阳素描×☆☆☆ 特别篇,7782追番
2992,小妇人,7770追番
2993,爆旋陀螺,7739追番
2994,极道君漫游记,7729追番
2995,向日葵！ 第二季,7704追番
2996,荔枝DE光之俱乐部,7693追番
2997,秀逗魔导士 PREMIUM,7670追番
2998,聪明的一休之反斗公主,7631追剧
2999,星球流浪记,7626追番
3000,七騎士 革命 －英雄的繼承者－（僅限港澳台地區）,7574追番
3001,勇者传说,7550追番
3002,Onyankopon,7549追番
3003,侠猪布塔,7487追番
3004,无口的森田小姐 OAD,7475追番
3005,高机动幻想GPO 第二季,7472追番
3006,GA 艺术科美术设计班 OVA,7456追番
3007,樱花大战 OVA4 崭新的巴黎,7451追番
3008,兔龟 女高网球部外传 SP,7443追番
3009,宠猫学园,7416追番
3010,铁拳小子,7402追番
3011,哨声响起,7399追番
3012,龍先生，想要買個家。（僅限港澳台地區）,7390追番
3013,战斗妖精少女 救救我！小Mave,7360追番
3014,机器人少女Z SP,7347追番
3015,森林大帝 1989,7269追番
3016,鲁邦三世：拜拜了自由女神·危机一刻,7269追番
3017,IDOLiSH7-偶像星願-Third BEAT!（僅台灣地區）,7249追番
3018,怪物事變（僅限港澳台地區）,7174追番
3019,八男？別鬧了！（僅限港澳台及其他地區）,7165追番
3020,夢幻之星2 EPISODE ORACLE（僅限台灣地區）,7148追番
3021,四圣兽 ～几千个昼与夜篇～,7144追番
3022,秀逗魔导士 GREAT,7130追番
3023,砂沙美魔法少女俱乐部 第二季,7099追番
3024,盖塔机器人G,7081追番
3025,東京ESP （僅限港澳台地區）,7042追番
3026,星之海的爱玛丽,6908追番
3027,爱米 -WE LOVE RICE-,6905追番
3028,秀逗魔导士 GORGEOUS,6892追番
3029,火影忍者舞台剧 便服采访篇,6890追番
3030,超剧场版 Keroro军曹3 Keroro 对 Keroro 天空大决战,6882追番
3031,钢琴恋曲,6879追番
3032,笨笨森林日志,6874追番
3033,超速变形螺旋杰特,6873追番
3034,怪盗丽奈,6842追番
3035,黏黏糊糊!!角质君 第2期,6784追番
3036,全力兔子,6771追番
3037,天体战士 第2期,6764追番
3038,玛丽莫之花~最强武斗派小学生传说~,6762追番
3039,如果這叫愛情感覺會很噁心（僅限港澳台地區）,6734追番
3040,翼神传说 间奏曲：她与她自己,6729追番
3041,莉莉和青蛙和弟弟,6710追番
3042,秀逗魔导士 RETURN,6694追番
3043,野狼前锋,6631追番
3044,地球防卫企业,6615追番
3045,索尼克X,6606追番
3046,香菜酱和她的亲人们,6602追番
3047,秀逗魔导士 EXCELLENT,6585追番
3048,失落的宇宙 黑历史,6572追番
3049,重装甲少女组,6553追番
3050,歌舞伎町夏洛克（僅限港澳台地區）,6537追番
3051,不可思议的教室 OVA,6527追番
3052,我立於百萬生命之上（第二季）（僅限港澳台地區）,6505追番
3053,快乐七人组,6497追番
3054,八月的棒球甜心（僅限港澳台地區）,6480追番
3055,铁人28号 2004版,6469追番
3056,面包咪咪,6439追番
3057,橙路 再回到往日,6421追番
3058,热血最强哥修罗,6420追番
3059,如风似云,6364追番
3060,激斗战车（粤语）,6358追番
3061,比得兔（特别篇）,6345追番
3062,格斗美神·武龙,6299追番
3063,蒼天之拳 REGENESIS 第二季（僅限港澳台地區）,6294追番
3064,火影忍者舞台剧 虹桥艺术中心采访篇,6265追番
3065,机甲创世记,6265追番
3066,幸福之祈祷,6257追番
3067,金星战记,6249追番
